Concurso,Data,D/SEMAN,1º PRÊMIO,S 1º,MC 1º,MC P/I 1º,P/I 1º,D 1º,D P/I 1º,GP 1º,GP P/I 1º,BICHO 1º,2º PRÊMIO,S 2º,MC 2º,MC P/I 2º,P/I 2º,D 2º,D P/I 2º,GP 2º,GP P/I 2º,BICHO 2º,3º PRÊMIO,S 3º,MC 3º,MC P/I 3º,P/I 3º,D 3º,D P/I 3º,GP 3º,GP P/I 3º,BICHO 3º,4º PRÊMIO,S 4º,MC 4º,MC P/I 4º,P/I 4º,D 4º,D P/I 4º,GP 4º,GP P/I 4º,BICHO 4º,5º PRÊMIO,S 5º,MC 5º,MC P/I 5º,P/I 5º,D 5º,D P/I 5º,GP 5º,GP P/I 5º,BICHO 5º
4461,2010-06-26,sábado,3488,"[3,4,8,8]",34,"[I,P]","[I,P,P,P]",88,"[P,P]",22,PAR,TIGRE,2773,"[2,7,7,3]",27,"[P,I]","[P,I,I,I]",73,"[I,I]",19,IMPAR,PAVÃO,4723,"[4,7,2,3]",47,"[P,I]","[P,I,P,I]",23,"[P,I]",06,PAR,CABRA,7431,"[7,4,3,1]",74,"[I,P]","[I,P,I,I]",31,"[I,I]",08,PAR,CAMELO,6637,"[6,6,3,7]",66,"[P,P]","[P,P,I,I]",37,"[I,I]",10,PAR,COELHO
4462,2010-06-30,quarta-feira,5129,"[5,1,2,9]",51,"[I,I]","[I,I,P,I]",29,"[P,I]",08,PAR,CAMELO,9403,"[9,4,0,3]",94,"[I,P]","[I,P,P,I]",03,"[P,I]",01,IMPAR,AVESTRUZ,8953,"[8,9,5,3]",89,"[P,I]","[P,I,I,I]",53,"[I,I]",14,PAR,GATO,2319,"[2,3,1,9]",23,"[P,I]","[P,I,I,I]",19,"[I,I]",05,IMPAR,CACHORRO,5055,"[5,0,5,5]",50,"[I,P]","[I,P,I,I]",55,"[I,I]",14,PAR,GATO
4463,2010-07-03,sábado,9439,"[9,4,3,9]",94,"[I,P]","[I,P,I,I]",39,"[I,I]",10,PAR,COELHO,6583,"[6,5,8,3]",65,"[P,I]","[P,I,P,I]",83,"[P,I]",21,IMPAR,TOURO,4940,"[4,9,4,0]",49,"[P,I]","[P,I,P,P]",40,"[P,P]",10,PAR,COELHO,3300,"[3,3,0,0]",33,"[I,I]","[I,I,P,P]",00,"[P,P]",00,PAR,VACA,9077,"[9,0,7,7]",90,"[I,P]","[I,P,I,I]",77,"[I,I]",20,PAR,PERU
4464,2010-07-07,quarta-feira,4102,"[4,1,0,2]",41,"[P,I]","[P,I,P,P]",02,"[P,P]",01,IMPAR,AVESTRUZ,3568,"[3,5,6,8]",35,"[I,I]","[I,I,P,P]",68,"[P,P]",17,IMPAR,MACACO,2319,"[2,3,1,9]",23,"[P,I]","[P,I,I,I]",19,"[I,I]",05,IMPAR,CACHORRO,1421,"[1,4,2,1]",14,"[I,P]","[I,P,P,I]",21,"[P,I]",06,PAR,CABRA,9515,"[9,5,1,5]",95,"[I,I]","[I,I,I,I]",15,"[I,I]",04,PAR,BORBOLETA
4465,2010-07-10,sábado,7569,"[7,5,6,9]",75,"[I,I]","[I,I,P,I]",69,"[P,I]",18,PAR,PORCO,1083,"[1,0,8,3]",10,"[I,P]","[I,P,P,I]",83,"[P,I]",21,IMPAR,TOURO,7757,"[7,7,5,7]",77,"[I,I]","[I,I,I,I]",57,"[I,I]",15,IMPAR,JACARÉ,863,"[0,8,6,3]",08,"[P,P]","[P,P,P,I]",63,"[P,I]",16,PAR,LEÃO,810,"[0,8,1,0]",08,"[P,P]","[P,P,I,P]",10,"[I,P]",03,IMPAR,BURRO
4466,2010-07-14,quarta-feira,6031,"[6,0,3,1]",60,"[P,P]","[P,P,I,I]",31,"[I,I]",08,PAR,CAMELO,2892,"[2,8,9,2]",28,"[P,P]","[P,P,I,P]",92,"[I,P]",23,IMPAR,URSO,6635,"[6,6,3,5]",66,"[P,P]","[P,P,I,I]",35,"[I,I]",09,IMPAR,COBRA,6667,"[6,6,6,7]",66,"[P,P]","[P,P,P,I]",67,"[P,I]",17,IMPAR,MACACO,1030,"[1,0,3,0]",10,"[I,P]","[I,P,I,P]",30,"[I,P]",08,PAR,CAMELO
4467,2010-07-17,sábado,8456,"[8,4,5,6]",84,"[P,P]","[P,P,I,P]",56,"[I,P]",14,PAR,GATO,4544,"[4,5,4,4]",45,"[P,I]","[P,I,P,P]",44,"[P,P]",11,IMPAR,CAVALO,9108,"[9,1,0,8]",91,"[I,I]","[I,I,P,P]",08,"[P,P]",02,PAR,ÁGUIA,2201,"[2,2,0,1]",22,"[P,P]","[P,P,P,I]",01,"[P,I]",01,IMPAR,AVESTRUZ,7925,"[7,9,2,5]",79,"[I,I]","[I,I,P,I]",25,"[P,I]",07,IMPAR,CARNEIRO
4468,2010-07-21,quarta-feira,8583,"[8,5,8,3]",85,"[P,I]","[P,I,P,I]",83,"[P,I]",21,IMPAR,TOURO,6747,"[6,7,4,7]",67,"[P,I]","[P,I,P,I]",47,"[P,I]",12,PAR,ELEFANTE,3086,"[3,0,8,6]",30,"[I,P]","[I,P,P,P]",86,"[P,P]",22,PAR,TIGRE,6874,"[6,8,7,4]",68,"[P,P]","[P,P,I,P]",74,"[I,P]",19,IMPAR,PAVÃO,9853,"[9,8,5,3]",98,"[I,P]","[I,P,I,I]",53,"[I,I]",14,PAR,GATO
4469,2010-07-24,sábado,2655,"[2,6,5,5]",26,"[P,P]","[P,P,I,I]",55,"[I,I]",14,PAR,GATO,9447,"[9,4,4,7]",94,"[I,P]","[I,P,P,I]",47,"[P,I]",12,PAR,ELEFANTE,2574,"[2,5,7,4]",25,"[P,I]","[P,I,I,P]",74,"[I,P]",19,IMPAR,PAVÃO,2610,"[2,6,1,0]",26,"[P,P]","[P,P,I,P]",10,"[I,P]",03,IMPAR,BURRO,4220,"[4,2,2,0]",42,"[P,P]","[P,P,P,P]",20,"[P,P]",05,IMPAR,CACHORRO
4470,2010-07-28,quarta-feira,3044,"[3,0,4,4]",30,"[I,P]","[I,P,P,P]",44,"[P,P]",11,IMPAR,CAVALO,5598,"[5,5,9,8]",55,"[I,I]","[I,I,I,P]",98,"[I,P]",25,IMPAR,VACA,7471,"[7,4,7,1]",74,"[I,P]","[I,P,I,I]",71,"[I,I]",18,PAR,PORCO,979,"[0,9,7,9]",09,"[P,I]","[P,I,I,I]",79,"[I,I]",20,PAR,PERU,3348,"[3,3,4,8]",33,"[I,I]","[I,I,P,P]",48,"[P,P]",12,PAR,ELEFANTE
4471,2010-07-31,sábado,8160,"[8,1,6,0]",81,"[P,I]","[P,I,P,P]",60,"[P,P]",15,IMPAR,JACARÉ,7729,"[7,7,2,9]",77,"[I,I]","[I,I,P,I]",29,"[P,I]",08,PAR,CAMELO,9135,"[9,1,3,5]",91,"[I,I]","[I,I,I,I]",35,"[I,I]",09,IMPAR,COBRA,6576,"[6,5,7,6]",65,"[P,I]","[P,I,I,P]",76,"[I,P]",19,IMPAR,PAVÃO,5469,"[5,4,6,9]",54,"[I,P]","[I,P,P,I]",69,"[P,I]",18,PAR,PORCO
4472,2010-08-04,quarta-feira,1686,"[1,6,8,6]",16,"[I,P]","[I,P,P,P]",86,"[P,P]",22,PAR,TIGRE,7064,"[7,0,6,4]",70,"[I,P]","[I,P,P,P]",64,"[P,P]",16,PAR,LEÃO,9227,"[9,2,2,7]",92,"[I,P]","[I,P,P,I]",27,"[P,I]",07,IMPAR,CARNEIRO,8525,"[8,5,2,5]",85,"[P,I]","[P,I,P,I]",25,"[P,I]",07,IMPAR,CARNEIRO,3144,"[3,1,4,4]",31,"[I,I]","[I,I,P,P]",44,"[P,P]",11,IMPAR,CAVALO
4473,2010-08-07,sábado,4432,"[4,4,3,2]",44,"[P,P]","[P,P,I,P]",32,"[I,P]",08,PAR,CAMELO,4500,"[4,5,0,0]",45,"[P,I]","[P,I,P,P]",00,"[P,P]",00,PAR,VACA,3280,"[3,2,8,0]",32,"[I,P]","[I,P,P,P]",80,"[P,P]",20,PAR,PERU,9673,"[9,6,7,3]",96,"[I,P]","[I,P,I,I]",73,"[I,I]",19,IMPAR,PAVÃO,5882,"[5,8,8,2]",58,"[I,P]","[I,P,P,P]",82,"[P,P]",21,IMPAR,TOURO
4474,2010-08-11,quarta-feira,5974,"[5,9,7,4]",59,"[I,I]","[I,I,I,P]",74,"[I,P]",19,IMPAR,PAVÃO,8618,"[8,6,1,8]",86,"[P,P]","[P,P,I,P]",18,"[I,P]",05,IMPAR,CACHORRO,529,"[0,5,2,9]",05,"[P,I]","[P,I,P,I]",29,"[P,I]",08,PAR,CAMELO,7008,"[7,0,0,8]",70,"[I,P]","[I,P,P,P]",08,"[P,P]",02,PAR,ÁGUIA,6832,"[6,8,3,2]",68,"[P,P]","[P,P,I,P]",32,"[I,P]",08,PAR,CAMELO
4475,2010-08-14,sábado,9507,"[9,5,0,7]",95,"[I,I]","[I,I,P,I]",07,"[P,I]",02,PAR,ÁGUIA,1316,"[1,3,1,6]",13,"[I,I]","[I,I,I,P]",16,"[I,P]",04,PAR,BORBOLETA,4850,"[4,8,5,0]",48,"[P,P]","[P,P,I,P]",50,"[I,P]",13,IMPAR,GALO,8576,"[8,5,7,6]",85,"[P,I]","[P,I,I,P]",76,"[I,P]",19,IMPAR,PAVÃO,3423,"[3,4,2,3]",34,"[I,P]","[I,P,P,I]",23,"[P,I]",06,PAR,CABRA
4476,2010-08-18,quarta-feira,6428,"[6,4,2,8]",64,"[P,P]","[P,P,P,P]",28,"[P,P]",07,IMPAR,CARNEIRO,8458,"[8,4,5,8]",84,"[P,P]","[P,P,I,P]",58,"[I,P]",15,IMPAR,JACARÉ,8096,"[8,0,9,6]",80,"[P,P]","[P,P,I,P]",96,"[I,P]",24,PAR,VEADO,706,"[0,7,0,6]",07,"[P,I]","[P,I,P,P]",06,"[P,P]",02,PAR,ÁGUIA,7601,"[7,6,0,1]",76,"[I,P]","[I,P,P,I]",01,"[P,I]",01,IMPAR,AVESTRUZ
4477,2010-08-21,sábado,3211,"[3,2,1,1]",32,"[I,P]","[I,P,I,I]",11,"[I,I]",03,IMPAR,BURRO,3730,"[3,7,3,0]",37,"[I,I]","[I,I,I,P]",30,"[I,P]",08,PAR,CAMELO,4933,"[4,9,3,3]",49,"[P,I]","[P,I,I,I]",33,"[I,I]",09,IMPAR,COBRA,4302,"[4,3,0,2]",43,"[P,I]","[P,I,P,P]",02,"[P,P]",01,IMPAR,AVESTRUZ,8659,"[8,6,5,9]",86,"[P,P]","[P,P,I,I]",59,"[I,I]",15,IMPAR,JACARÉ
4478,2010-08-25,quarta-feira,9332,"[9,3,3,2]",93,"[I,I]","[I,I,I,P]",32,"[I,P]",08,PAR,CAMELO,1237,"[1,2,3,7]",12,"[I,P]","[I,P,I,I]",37,"[I,I]",10,PAR,COELHO,9972,"[9,9,7,2]",99,"[I,I]","[I,I,I,P]",72,"[I,P]",18,PAR,PORCO,8758,"[8,7,5,8]",87,"[P,I]","[P,I,I,P]",58,"[I,P]",15,IMPAR,JACARÉ,1970,"[1,9,7,0]",19,"[I,I]","[I,I,I,P]",70,"[I,P]",18,PAR,PORCO
4479,2010-08-28,sábado,1649,"[1,6,4,9]",16,"[I,P]","[I,P,P,I]",49,"[P,I]",13,IMPAR,GALO,2169,"[2,1,6,9]",21,"[P,I]","[P,I,P,I]",69,"[P,I]",18,PAR,PORCO,7481,"[7,4,8,1]",74,"[I,P]","[I,P,P,I]",81,"[P,I]",21,IMPAR,TOURO,5346,"[5,3,4,6]",53,"[I,I]","[I,I,P,P]",46,"[P,P]",12,PAR,ELEFANTE,6065,"[6,0,6,5]",60,"[P,P]","[P,P,P,I]",65,"[P,I]",17,IMPAR,MACACO
4480,2010-09-01,quarta-feira,2820,"[2,8,2,0]",28,"[P,P]","[P,P,P,P]",20,"[P,P]",05,IMPAR,CACHORRO,425,"[0,4,2,5]",04,"[P,P]","[P,P,P,I]",25,"[P,I]",07,IMPAR,CARNEIRO,2518,"[2,5,1,8]",25,"[P,I]","[P,I,I,P]",18,"[I,P]",05,IMPAR,CACHORRO,849,"[0,8,4,9]",08,"[P,P]","[P,P,P,I]",49,"[P,I]",13,IMPAR,GALO,2600,"[2,6,0,0]",26,"[P,P]","[P,P,P,P]",00,"[P,P]",00,PAR,VACA
4481,2010-09-04,sábado,2515,"[2,5,1,5]",25,"[P,I]","[P,I,I,I]",15,"[I,I]",04,PAR,BORBOLETA,8344,"[8,3,4,4]",83,"[P,I]","[P,I,P,P]",44,"[P,P]",11,IMPAR,CAVALO,5288,"[5,2,8,8]",52,"[I,P]","[I,P,P,P]",88,"[P,P]",22,PAR,TIGRE,2329,"[2,3,2,9]",23,"[P,I]","[P,I,P,I]",29,"[P,I]",08,PAR,CAMELO,5194,"[5,1,9,4]",51,"[I,I]","[I,I,I,P]",94,"[I,P]",24,PAR,VEADO
4482,2010-09-08,quarta-feira,5267,"[5,2,6,7]",52,"[I,P]","[I,P,P,I]",67,"[P,I]",17,IMPAR,MACACO,4151,"[4,1,5,1]",41,"[P,I]","[P,I,I,I]",51,"[I,I]",13,IMPAR,GALO,7053,"[7,0,5,3]",70,"[I,P]","[I,P,I,I]",53,"[I,I]",14,PAR,GATO,7804,"[7,8,0,4]",78,"[I,P]","[I,P,P,P]",04,"[P,P]",01,IMPAR,AVESTRUZ,4258,"[4,2,5,8]",42,"[P,P]","[P,P,I,P]",58,"[I,P]",15,IMPAR,JACARÉ
4483,2010-09-11,sábado,3472,"[3,4,7,2]",34,"[I,P]","[I,P,I,P]",72,"[I,P]",18,PAR,PORCO,5868,"[5,8,6,8]",58,"[I,P]","[I,P,P,P]",68,"[P,P]",17,IMPAR,MACACO,4692,"[4,6,9,2]",46,"[P,P]","[P,P,I,P]",92,"[I,P]",23,IMPAR,URSO,5802,"[5,8,0,2]",58,"[I,P]","[I,P,P,P]",02,"[P,P]",01,IMPAR,AVESTRUZ,7409,"[7,4,0,9]",74,"[I,P]","[I,P,P,I]",09,"[P,I]",03,IMPAR,BURRO
4484,2010-09-15,quarta-feira,556,"[0,5,5,6]",05,"[P,I]","[P,I,I,P]",56,"[I,P]",14,PAR,GATO,6429,"[6,4,2,9]",64,"[P,P]","[P,P,P,I]",29,"[P,I]",08,PAR,CAMELO,4958,"[4,9,5,8]",49,"[P,I]","[P,I,I,P]",58,"[I,P]",15,IMPAR,JACARÉ,3172,"[3,1,7,2]",31,"[I,I]","[I,I,I,P]",72,"[I,P]",18,PAR,PORCO,1025,"[1,0,2,5]",10,"[I,P]","[I,P,P,I]",25,"[P,I]",07,IMPAR,CARNEIRO
4485,2010-09-18,sábado,3225,"[3,2,2,5]",32,"[I,P]","[I,P,P,I]",25,"[P,I]",07,IMPAR,CARNEIRO,1751,"[1,7,5,1]",17,"[I,I]","[I,I,I,I]",51,"[I,I]",13,IMPAR,GALO,2705,"[2,7,0,5]",27,"[P,I]","[P,I,P,I]",05,"[P,I]",02,PAR,ÁGUIA,4148,"[4,1,4,8]",41,"[P,I]","[P,I,P,P]",48,"[P,P]",12,PAR,ELEFANTE,433,"[0,4,3,3]",04,"[P,P]","[P,P,I,I]",33,"[I,I]",09,IMPAR,COBRA
4486,2010-09-22,quarta-feira,9354,"[9,3,5,4]",93,"[I,I]","[I,I,I,P]",54,"[I,P]",14,PAR,GATO,6028,"[6,0,2,8]",60,"[P,P]","[P,P,P,P]",28,"[P,P]",07,IMPAR,CARNEIRO,8281,"[8,2,8,1]",82,"[P,P]","[P,P,P,I]",81,"[P,I]",21,IMPAR,TOURO,9878,"[9,8,7,8]",98,"[I,P]","[I,P,I,P]",78,"[I,P]",20,PAR,PERU,4601,"[4,6,0,1]",46,"[P,P]","[P,P,P,I]",01,"[P,I]",01,IMPAR,AVESTRUZ
4487,2010-09-25,sábado,8046,"[8,0,4,6]",80,"[P,P]","[P,P,P,P]",46,"[P,P]",12,PAR,ELEFANTE,7582,"[7,5,8,2]",75,"[I,I]","[I,I,P,P]",82,"[P,P]",21,IMPAR,TOURO,8854,"[8,8,5,4]",88,"[P,P]","[P,P,I,P]",54,"[I,P]",14,PAR,GATO,588,"[0,5,8,8]",05,"[P,I]","[P,I,P,P]",88,"[P,P]",22,PAR,TIGRE,2806,"[2,8,0,6]",28,"[P,P]","[P,P,P,P]",06,"[P,P]",02,PAR,ÁGUIA
4488,2010-09-29,quarta-feira,599,"[0,5,9,9]",05,"[P,I]","[P,I,I,I]",99,"[I,I]",25,IMPAR,VACA,1960,"[1,9,6,0]",19,"[I,I]","[I,I,P,P]",60,"[P,P]",15,IMPAR,JACARÉ,4010,"[4,0,1,0]",40,"[P,P]","[P,P,I,P]",10,"[I,P]",03,IMPAR,BURRO,6054,"[6,0,5,4]",60,"[P,P]","[P,P,I,P]",54,"[I,P]",14,PAR,GATO,166,"[0,1,6,6]",01,"[P,I]","[P,I,P,P]",66,"[P,P]",17,IMPAR,MACACO
4489,2010-10-02,sábado,6340,"[6,3,4,0]",63,"[P,I]","[P,I,P,P]",40,"[P,P]",10,PAR,COELHO,2055,"[2,0,5,5]",20,"[P,P]","[P,P,I,I]",55,"[I,I]",14,PAR,GATO,3702,"[3,7,0,2]",37,"[I,I]","[I,I,P,P]",02,"[P,P]",01,IMPAR,AVESTRUZ,2894,"[2,8,9,4]",28,"[P,P]","[P,P,I,P]",94,"[I,P]",24,PAR,VEADO,1753,"[1,7,5,3]",17,"[I,I]","[I,I,I,I]",53,"[I,I]",14,PAR,GATO
4490,2010-10-06,quarta-feira,3756,"[3,7,5,6]",37,"[I,I]","[I,I,I,P]",56,"[I,P]",14,PAR,GATO,9063,"[9,0,6,3]",90,"[I,P]","[I,P,P,I]",63,"[P,I]",16,PAR,LEÃO,4302,"[4,3,0,2]",43,"[P,I]","[P,I,P,P]",02,"[P,P]",01,IMPAR,AVESTRUZ,2929,"[2,9,2,9]",29,"[P,I]","[P,I,P,I]",29,"[P,I]",08,PAR,CAMELO,2885,"[2,8,8,5]",28,"[P,P]","[P,P,P,I]",85,"[P,I]",22,PAR,TIGRE
4491,2010-10-09,sábado,5925,"[5,9,2,5]",59,"[I,I]","[I,I,P,I]",25,"[P,I]",07,IMPAR,CARNEIRO,6339,"[6,3,3,9]",63,"[P,I]","[P,I,I,I]",39,"[I,I]",10,PAR,COELHO,8988,"[8,9,8,8]",89,"[P,I]","[P,I,P,P]",88,"[P,P]",22,PAR,TIGRE,9520,"[9,5,2,0]",95,"[I,I]","[I,I,P,P]",20,"[P,P]",05,IMPAR,CACHORRO,634,"[0,6,3,4]",06,"[P,P]","[P,P,I,P]",34,"[I,P]",09,IMPAR,COBRA
4492,2010-10-13,quarta-feira,1312,"[1,3,1,2]",13,"[I,I]","[I,I,I,P]",12,"[I,P]",03,IMPAR,BURRO,778,"[0,7,7,8]",07,"[P,I]","[P,I,I,P]",78,"[I,P]",20,PAR,PERU,1570,"[1,5,7,0]",15,"[I,I]","[I,I,I,P]",70,"[I,P]",18,PAR,PORCO,8672,"[8,6,7,2]",86,"[P,P]","[P,P,I,P]",72,"[I,P]",18,PAR,PORCO,3930,"[3,9,3,0]",39,"[I,I]","[I,I,I,P]",30,"[I,P]",08,PAR,CAMELO
4493,2010-10-16,sábado,78,"[0,0,7,8]",00,"[P,P]","[P,P,I,P]",78,"[I,P]",20,PAR,PERU,3393,"[3,3,9,3]",33,"[I,I]","[I,I,I,I]",93,"[I,I]",24,PAR,VEADO,8833,"[8,8,3,3]",88,"[P,P]","[P,P,I,I]",33,"[I,I]",09,IMPAR,COBRA,6340,"[6,3,4,0]",63,"[P,I]","[P,I,P,P]",40,"[P,P]",10,PAR,COELHO,1553,"[1,5,5,3]",15,"[I,I]","[I,I,I,I]",53,"[I,I]",14,PAR,GATO
4494,2010-10-20,quarta-feira,5247,"[5,2,4,7]",52,"[I,P]","[I,P,P,I]",47,"[P,I]",12,PAR,ELEFANTE,5289,"[5,2,8,9]",52,"[I,P]","[I,P,P,I]",89,"[P,I]",23,IMPAR,URSO,956,"[0,9,5,6]",09,"[P,I]","[P,I,I,P]",56,"[I,P]",14,PAR,GATO,7153,"[7,1,5,3]",71,"[I,I]","[I,I,I,I]",53,"[I,I]",14,PAR,GATO,8378,"[8,3,7,8]",83,"[P,I]","[P,I,I,P]",78,"[I,P]",20,PAR,PERU
4495,2010-10-23,sábado,5415,"[5,4,1,5]",54,"[I,P]","[I,P,I,I]",15,"[I,I]",04,PAR,BORBOLETA,5942,"[5,9,4,2]",59,"[I,I]","[I,I,P,P]",42,"[P,P]",11,IMPAR,CAVALO,350,"[0,3,5,0]",03,"[P,I]","[P,I,I,P]",50,"[I,P]",13,IMPAR,GALO,4551,"[4,5,5,1]",45,"[P,I]","[P,I,I,I]",51,"[I,I]",13,IMPAR,GALO,6137,"[6,1,3,7]",61,"[P,I]","[P,I,I,I]",37,"[I,I]",10,PAR,COELHO
4496,2010-10-27,quarta-feira,4142,"[4,1,4,2]",41,"[P,I]","[P,I,P,P]",42,"[P,P]",11,IMPAR,CAVALO,4143,"[4,1,4,3]",41,"[P,I]","[P,I,P,I]",43,"[P,I]",11,IMPAR,CAVALO,2961,"[2,9,6,1]",29,"[P,I]","[P,I,P,I]",61,"[P,I]",16,PAR,LEÃO,9324,"[9,3,2,4]",93,"[I,I]","[I,I,P,P]",24,"[P,P]",06,PAR,CABRA,9698,"[9,6,9,8]",96,"[I,P]","[I,P,I,P]",98,"[I,P]",25,IMPAR,VACA
4497,2010-10-30,sábado,4832,"[4,8,3,2]",48,"[P,P]","[P,P,I,P]",32,"[I,P]",08,PAR,CAMELO,2324,"[2,3,2,4]",23,"[P,I]","[P,I,P,P]",24,"[P,P]",06,PAR,CABRA,2689,"[2,6,8,9]",26,"[P,P]","[P,P,P,I]",89,"[P,I]",23,IMPAR,URSO,109,"[0,1,0,9]",01,"[P,I]","[P,I,P,I]",09,"[P,I]",03,IMPAR,BURRO,7619,"[7,6,1,9]",76,"[I,P]","[I,P,I,I]",19,"[I,I]",05,IMPAR,CACHORRO
4498,2010-11-03,quarta-feira,6632,"[6,6,3,2]",66,"[P,P]","[P,P,I,P]",32,"[I,P]",08,PAR,CAMELO,2296,"[2,2,9,6]",22,"[P,P]","[P,P,I,P]",96,"[I,P]",24,PAR,VEADO,8804,"[8,8,0,4]",88,"[P,P]","[P,P,P,P]",04,"[P,P]",01,IMPAR,AVESTRUZ,3052,"[3,0,5,2]",30,"[I,P]","[I,P,I,P]",52,"[I,P]",13,IMPAR,GALO,8782,"[8,7,8,2]",87,"[P,I]","[P,I,P,P]",82,"[P,P]",21,IMPAR,TOURO
4499,2010-11-06,sábado,8417,"[8,4,1,7]",84,"[P,P]","[P,P,I,I]",17,"[I,I]",05,IMPAR,CACHORRO,1145,"[1,1,4,5]",11,"[I,I]","[I,I,P,I]",45,"[P,I]",12,PAR,ELEFANTE,8763,"[8,7,6,3]",87,"[P,I]","[P,I,P,I]",63,"[P,I]",16,PAR,LEÃO,3209,"[3,2,0,9]",32,"[I,P]","[I,P,P,I]",09,"[P,I]",03,IMPAR,BURRO,6280,"[6,2,8,0]",62,"[P,P]","[P,P,P,P]",80,"[P,P]",20,PAR,PERU
4500,2010-11-10,quarta-feira,8043,"[8,0,4,3]",80,"[P,P]","[P,P,P,I]",43,"[P,I]",11,IMPAR,CAVALO,558,"[0,5,5,8]",05,"[P,I]","[P,I,I,P]",58,"[I,P]",15,IMPAR,JACARÉ,8675,"[8,6,7,5]",86,"[P,P]","[P,P,I,I]",75,"[I,I]",19,IMPAR,PAVÃO,5602,"[5,6,0,2]",56,"[I,P]","[I,P,P,P]",02,"[P,P]",01,IMPAR,AVESTRUZ,2913,"[2,9,1,3]",29,"[P,I]","[P,I,I,I]",13,"[I,I]",04,PAR,BORBOLETA
4501,2010-11-13,sábado,2536,"[2,5,3,6]",25,"[P,I]","[P,I,I,P]",36,"[I,P]",09,IMPAR,COBRA,6796,"[6,7,9,6]",67,"[P,I]","[P,I,I,P]",96,"[I,P]",24,PAR,VEADO,397,"[0,3,9,7]",03,"[P,I]","[P,I,I,I]",97,"[I,I]",25,IMPAR,VACA,7904,"[7,9,0,4]",79,"[I,I]","[I,I,P,P]",04,"[P,P]",01,IMPAR,AVESTRUZ,9697,"[9,6,9,7]",96,"[I,P]","[I,P,I,I]",97,"[I,I]",25,IMPAR,VACA
4502,2010-11-17,quarta-feira,1631,"[1,6,3,1]",16,"[I,P]","[I,P,I,I]",31,"[I,I]",08,PAR,CAMELO,2482,"[2,4,8,2]",24,"[P,P]","[P,P,P,P]",82,"[P,P]",21,IMPAR,TOURO,9949,"[9,9,4,9]",99,"[I,I]","[I,I,P,I]",49,"[P,I]",13,IMPAR,GALO,7866,"[7,8,6,6]",78,"[I,P]","[I,P,P,P]",66,"[P,P]",17,IMPAR,MACACO,1446,"[1,4,4,6]",14,"[I,P]","[I,P,P,P]",46,"[P,P]",12,PAR,ELEFANTE
4503,2010-11-20,sábado,1647,"[1,6,4,7]",16,"[I,P]","[I,P,P,I]",47,"[P,I]",12,PAR,ELEFANTE,8043,"[8,0,4,3]",80,"[P,P]","[P,P,P,I]",43,"[P,I]",11,IMPAR,CAVALO,4977,"[4,9,7,7]",49,"[P,I]","[P,I,I,I]",77,"[I,I]",20,PAR,PERU,7089,"[7,0,8,9]",70,"[I,P]","[I,P,P,I]",89,"[P,I]",23,IMPAR,URSO,4803,"[4,8,0,3]",48,"[P,P]","[P,P,P,I]",03,"[P,I]",01,IMPAR,AVESTRUZ
4504,2010-11-24,quarta-feira,5521,"[5,5,2,1]",55,"[I,I]","[I,I,P,I]",21,"[P,I]",06,PAR,CABRA,7948,"[7,9,4,8]",79,"[I,I]","[I,I,P,P]",48,"[P,P]",12,PAR,ELEFANTE,5716,"[5,7,1,6]",57,"[I,I]","[I,I,I,P]",16,"[I,P]",04,PAR,BORBOLETA,1846,"[1,8,4,6]",18,"[I,P]","[I,P,P,P]",46,"[P,P]",12,PAR,ELEFANTE,2113,"[2,1,1,3]",21,"[P,I]","[P,I,I,I]",13,"[I,I]",04,PAR,BORBOLETA
4505,2010-11-27,sábado,869,"[0,8,6,9]",08,"[P,P]","[P,P,P,I]",69,"[P,I]",18,PAR,PORCO,5790,"[5,7,9,0]",57,"[I,I]","[I,I,I,P]",90,"[I,P]",23,IMPAR,URSO,8576,"[8,5,7,6]",85,"[P,I]","[P,I,I,P]",76,"[I,P]",19,IMPAR,PAVÃO,3976,"[3,9,7,6]",39,"[I,I]","[I,I,I,P]",76,"[I,P]",19,IMPAR,PAVÃO,9951,"[9,9,5,1]",99,"[I,I]","[I,I,I,I]",51,"[I,I]",13,IMPAR,GALO
4506,2010-12-01,quarta-feira,6309,"[6,3,0,9]",63,"[P,I]","[P,I,P,I]",09,"[P,I]",03,IMPAR,BURRO,4977,"[4,9,7,7]",49,"[P,I]","[P,I,I,I]",77,"[I,I]",20,PAR,PERU,220,"[0,2,2,0]",02,"[P,P]","[P,P,P,P]",20,"[P,P]",05,IMPAR,CACHORRO,2343,"[2,3,4,3]",23,"[P,I]","[P,I,P,I]",43,"[P,I]",11,IMPAR,CAVALO,6440,"[6,4,4,0]",64,"[P,P]","[P,P,P,P]",40,"[P,P]",10,PAR,COELHO
4507,2010-12-04,sábado,6975,"[6,9,7,5]",69,"[P,I]","[P,I,I,I]",75,"[I,I]",19,IMPAR,PAVÃO,1575,"[1,5,7,5]",15,"[I,I]","[I,I,I,I]",75,"[I,I]",19,IMPAR,PAVÃO,8236,"[8,2,3,6]",82,"[P,P]","[P,P,I,P]",36,"[I,P]",09,IMPAR,COBRA,382,"[0,3,8,2]",03,"[P,I]","[P,I,P,P]",82,"[P,P]",21,IMPAR,TOURO,5671,"[5,6,7,1]",56,"[I,P]","[I,P,I,I]",71,"[I,I]",18,PAR,PORCO
